,stemmedComment
195,"['kasih', 'mas', 'eko', 'ini', 'bisa', 'tuduh', 'lagi', 'sama', 'cebong', 'bagai', 'sebar', 'hoax', 'karena', 'tidak', 'ada', 'bukti']"
196,"['yang', 'komentar', 'pada', 'enggak', 'tahu', 'tentang', 'bagaimana', 'sertifikat', 'buat', 'sertifikat', 'itu', 'bisa', 'muncul', 'kalau', 'ada', 'akses', 'jalan', 'suruh', 'dia', 'tunjukkan', 'denah', 'sertifikat', 'kalau', 'dia', 'memang', 'punya', 'itu', 'pasti', 'sertifikat', 'masih', 'gabung', 'sama', 'belah', 'kiri', 'atau', 'belah', 'kanan', 'dan', 'itu', 'pasti', 'masih', 'saudara', 'dia', 'sertifikat', 'belum', 'pecah', 'sama', 'mereka', 'dua']"
197,"['nanti', 'pintu', 'surga', 'juga', 'blokade', 'sama', 'tuhan']"
198,"['sudah', 'bp', 'camat', 'yang', 'harus', 'selesai', 'biar', 'p', 'camat', 'dapat', 'pahala', 'bantu', 'yang', 'tindas', 'toh', 'enggak', 'lama', 'lagi', 'kita', 'mati', 'dan', 'runah', 'tanah', 'itu', 'tidak', 'di', 'bawaq']"
199,"['saya', 'tahun', 'kemarin', 'beli', 'tanah', 'sama', 'tapi', 'saya', 'bikin', 'fondasi', 'pagar', 'sama', 'jadi', 'ada', 'meter', 'untuk', 'akses', 'jalan', 'setapak', 'arti', 'saya', 'rela', 'tanah', 'saya', 'sama', 'untuk', 'penting', 'umum', 'tetangga', 'belah', 'juga', 'demikian', 'jadi', 'jalan', 'setapak', 'lebar', 'meter', 'kita', 'kan', 'hidup', 'tetangga', 'masa', 'tanah', 'satu', 'meter', 'saja', 'halang', 'silaturahmi', 'dengan', 'tetangga', 'jadi', 'harus', 'bicara', 'baikbaik', 'semua', 'bisa', 'atur', 'yang', 'penting', 'dengan', 'hati', 'nurani']"
200,"['lemah', 'mati', 'tidak', 'ada', 'akses', 'jalan', 'itu', 'murah', 'harga', 'lah', 'ini', 'yang', 'punya', 'tanah', 'maruk', 'sudah', 'deal', 'juta', 'meminta', 'naik', 'juta', 'jengkel', 'di', 'tutup', 'sekali', 'sama', 'tetangga', 'yakin', 'tuh', 'yang', 'punya', 'tanah', 'mati', 'pasti', 'kolot', 'jadi', 'kerja', 'tetangga']"
201,"['kalo', 'tidak', 'salah', 'ada', 'undangundang', 'tanah', 'yang', 'atur', 'tentang', 'wajib', 'bagi', 'milik', 'tanah', 'dan', 'bangun', 'untuk', 'beri', 'akses', 'jalan', 'bagi', 'milik', 'tanah', 'dan', 'bangun', 'belakang', 'yang', 'tidak', 'milik', 'akses', 'jalan', 'dalam', 'sertifikat', 'tanah', 'istilah', 'tanah', 'helikopter', 'minimal', 'jalan', 'setapak', 'silah', 'cek', 'saya', 'lupa', 'pasal']"
202,"['tidak', 'perikemanusiaan', 'yang', 'nutup', 'akses', 'itu', 'mau', 'dia', 'laku', 'seperti', 'itu', 'tanya', 'ke', 'kuping', 'dengan', 'keras', 'mau', 'dia', 'laku', 'seperti', 'itu', 'jika', 'ada', 'di', 'belakang', 'rumah', 'orang', 'lain']"
203,"['usepertinya', 'ada', 'yang', 'kurang', 'beres', 'dengan', 'sertifikat', 'di', 'antara', 'rumah', 'rumah', 'itu', 'logika', 'rtrw', 'lurahcamat', 'bppn', 'waktu', 'terbit', 'sertifikat', 'itu', 'pasti', 'tahu', 'posisi', 'dan', 'batas', 'batas', 'rumah', 'pasti', 'ada', 'yang', 'salah', 'dengan', 'sertifikat', 'sertifikat', 'itu', 'tentang', 'batasbatas', 'tanah', 'minimal', 'ada', 'hak', 'orang', 'yang', 'serobot', 'polisi', 'harus', 'turun', 'ini']"
204,"['priksa', 'dulu', 'imb', 'nya', 'ada', 'enggak', 'kalau', 'enggak', 'ada', 'suruk', 'satpol', 'yang', 'bongkar', 'jangan', 'korban', 'tetangga']"
205,"['belum', 'semua', 'menjudge', 'tanpa', 'tabayyunsimple', 'untuk', 'cari', 'siapa', 'yang', 'salahyg', 'aku', 'lama', 'ini', 'sebagai', 'akses', 'jalan', 'pak', 'eko', 'ini', 'benar', 'memang', 'untuk', 'jalan', 'atau', 'guna', 'lewat', 'tanah', 'orang', 'lainklo', 'memang', 'akses', 'jalantetangganya', 'jelas', 'salahtapi', 'kalo', 'itu', 'memang', 'tanah', 'orang', 'lai', 'memang', 'hak', 'dia', 'untuk', 'menembokyg', 'salah', 'adalah', 'perintah', 'setempatmana', 'akses', 'jalan', 'lama', 'ini', 'yang', 'harus', 'ada']"
206,"['yang', 'punya', 'tanah', 'enggak', 'bisa', 'disalahin', 'jugamemang', 'itu', 'hak', 'diaklo', 'dia', 'tuntut', 'harus', 'mengasih', 'bagi', 'untuk', 'jalantetangga', 'kirikanan', 'n', 'belakang', 'pak', 'eko', 'juga', 'harus', 'tuntut', 'hal', 'yang', 'serupaapesnya', 'dia', 'adalah', 'dia', 'baru', 'beli', 'n', 'bangun', 'sekarang']"
207,"['kasih', 'jalan', 'pakitu', 'ladang', 'amal', 'bpk']"
208,"['kalo', 'sudah', 'deal', 'juta', 'kok', 'ingkar', 'jadi', 'juta', 'ya', 'harusnya', 'jangan', 'serakah', 'juga', 'ya', 'kalo', 'memang', 'mau', 'juta', 'ya', 'jangan', 'buka', 'juta', 'donkntar', 'ada', 'yang', 'mau', 'juta', 'ingkar', 'lagi', 'juta']"
209,"['akar', 'masalah', 'nya', 'duit']"
210,"['ya', 'sudah', 'tapi', 'pak', 'eko', 'pindah', 'saja', 'rumah', 'lama', 'jadi', 'kandang', 'ayam', 'atau', 'studio', 'musik', 'kan', 'hak', 'pak', 'eko', 'juga', 'tapi', 'saat', 'ketemu', 'tetangga', 'yang', 'enggak', 'peduli', 'ya', 'sudah', 'jadi', 'kita', 'enggak', 'peduli', 'mengalah', 'terus', 'tidak', 'lama', 'baik']"
211,"['benernya', 'siapa', 'sih', 'yang', 'mau', 'beli', 'siapa', 'yang', 'mau', 'jual', 'kok', 'terang', 'camat', 'beda', 'sama', 'eko', 'eko', 'bilang', 'dia', 'yang', 'mau', 'beli', 'tanah', 'tetangga', 'buat', 'jalan', 'kata', 'camat', 'malah', 'eko', 'yang', 'mau', 'jual', 'malah', 'harga', 'naik', 'pulaini', 'yakin', 'ada', 'yang', 'enggak', 'beres', 'sama', 'sih', 'eko']"
212,"['enggak', 'pernah', 'ajar', 'pmp', 'mana', 'toleransisaling', 'menghargaissopan', 'santunempati', 'dalam', 'tetangga']"
213,"['dulu', 'sudah', 'mau', 'beli', 'juta', 'tapi', 'enggak', 'jadi', 'karena', 'naik', 'meminta', 'juta', 'gilir', 'bikin', 'tembok', 'rengek', 'rengek', 'mengadu', 'kesana', 'kamar', 'lebay']"
214,"['ujung', 'ujung', 'duit']"
215,"['sudah', 'terbacapokok', 'masa', 'nya']"
216,"['camat', 'kok', 'meminta', 'keluar', 'dari', 'kantor', 'kalian', 'itu', 'hei', 'camat', 'lurah', 'jangan', 'ongkang', 'kayak', 'kumpeni', 'saja', 'lu', 'pade']"
217,"['jangan', 'main', 'asal', 'mengomong', 'menuduh', 'salah', 'satu', 'pihak', 'masalah', 'ini', 'jadi', 'bukan', 'karena', 'pihak', 'yang', 'sengketa', 'saja', 'ada', 'peran', 'rt', 'rw', 'lurah', 'camat', 'serta', 'pihak', 'tanah', 'rencana', 'tata', 'ruang', 'mana', 'masing', 'punya', 'andil', 'dalam', 'jadi', 'masalah', 'ini', 'bukan', 'serta', 'merta', 'gr', 'pihak', 'pak', 'eko', 'atau', 'tetangga']"
218,"['punya', 'tanah', 'pribadi', 'jangan', 'buat', 'jalan', 'nanti', 'diserobotuddudeb']"
219,"['jadi', 'sudah', 'jelas', 'tapi', 'akar', 'masalahnyalain', 'kumbang', 'lain', 'belangnyauddude']"
220,"['harus', 'ke', 'pangadilan', 'saja', 'apa', 'hasil', 'itu', 'yang', 'akan', 'aku', 'cara', 'hukum', 'kalau', 'curhat', 'mana', 'pasti', 'hanya', 'dapat', 'lip', 'service', 'saja', 'karena', 'mereka', 'hanya', 'bisa', 'menghimbau']"
221,"['sudah', 'mau', 'beli', 'juta', 'tapi', 'naik', 'jadi', 'juta', 'lgdr', 'sini', 'sudah', 'sedikit', 'jls', 'akar', 'masalahnya']"
222,"['kok', 'masih', 'ada', 'ya', 'orang', 'kayak', 'gitutinggal', 'di', 'kampung', 'mending', 'di', 'kubur', 'saja']"
223,"['spekulasi', 'itu', 'yang', 'jadi', 'tanya', 'ketika', 'jual', 'beli', 'kan', 'ada', 'form', 'tanda', 'tangan', 'tahu', 'jiran', 'kanan', 'kiri', 'depan', 'blkg', 'dari', 'situ', 'sudah', 'dapat', 'awal', 'masalah', 'kemana', 'itu', 'pak', 'rt', 'rw', 'kadus', 'n', 'kades']"
224,"['klpun', 'ada', 'kasih', 'jalan', 'juga', 'mending', 'pindah', 'saja', 'pakpunya', 'tetangga', 'kayak', 'begitu', 'model', 'susah', 'lihat', 'orang', 'senangsenang', 'lihat', 'orang', 'susah']"
225,"['kenapa', 'telah', 'viral', 'di', 'medsos', 'camat', 'nya', 'baru', 'turun', 'tangan', 'pak', 'eko', 'bilang', 'sudah', 'tahun', 'mondarmandir', 'untuk', 'cari', 'solusi', 'jadi', 'kalau', 'ada', 'masalh', 'seperti', 'ini', 'mending', 'di', 'viralkan', 'spya', 'cepat', 'tanggap']"
226,"['masoook', 'pak', 'eko']"
227,"['tetangga', 'kayak', 'gin', 'harus', 'buru', 'buru', 'di', 'memandikan', 'di', 'solatin', 'di', 'kafanin', 'dan', 'dikuburin', 'langsung', 'enggak', 'ada', 'adab']"
228,"['enggak bisa', 'masook', 'pak', 'ekooo']"
229,"['usaya', 'enggak', 'menyebutkan', 'kronologi', 'karena', 'privacy', 'hmm', 'ada', 'yang', 'aneh']"
230,"['sini', 'banyak', 'dukung', 'tetangga', 'pak', 'eko', 'atau', 'mungkin', 'tetangga', 'situ', 'wkwkww']"
231,"['jual', 'ke', 'tetangga', 'depan', 'samping', 'saja', 'pak']"
232,"['rt', 'rw', 'lurah', 'camat', 'bpn', 'walkot', 'bupati', 'tidorrrr', 'semuaaaaaa']"
233,"['masssook', 'pak', 'ekoo']"
234,"['harus', 'dipikirkan', 'sejak', 'dini', 'kalo', 'sudah', 'begini', 'bingung', 'deh', 'lu', 'ekouddudeuddudeuddude', 'salah', 'lu', 'sendiri']"
235,"['kalau', 'mau', 'jual', 'ya', 'ke', 'tetangga', 'enggak', 'usah', 'cari', 'sensasi', 'banyak', 'kok', 'orang', 'lqin', 'yang', 'rugi', 'lebih', 'banyak', 'untuk', 'urus', 'tanah', 'bahkan', 'tanah', 'dengan', 'surat', 'lap', 'juga', 'ada', 'toh', 'yang', 'rugi', 'milik', 'orang', 'bpn', 'paling', 'hanya', 'di', 'mutasi', 'apalagi', 'kalau', 'sudah', 'pensiun', 'enggak', 'ada', 'sangsi', 'apa']"
236,"['ini', 'eko', 'nya', 'yang', 'bodohhh', 'sejak', 'awaluddudeuddudeuddude']"
237,"['undang', 'sudah', 'atur', 'kalo', 'bangun', 'tidal', 'boleh', 'tutup', 'akses', 'jalan', 'bagi', 'rumah', 'atau', 'tempat', 'tinggal', 'yang', 'sudah', 'ada', 'belum', 'mohon', 'koreksi', 'kalo', 'salah']"
238,"['kayak', 'nya', 'sih', 'eko', 'ini', 'punya', 'lain', 'cara', 'tetangga', 'deh']"
239,"['masooookkkk', 'pak', 'ekooo']"
240,"['pak', 'eko', 'punya', 'imb', 'kok', 'bisa', 'bangun', 'rumah', 'tanpa', 'halaman']"
241,"['solusi', 'ya', 'jual', 'ke', 'tetangga', 'depan', 'itu', 'pak', 'hitung', 'harga', 'tanah', 'saja', 'karena', 'memang', 'rumah', 'tanah', 'bpk', 'di', 'block', 'sama', 'dia', 'banyak', 'yang', 'seperti', 'itu', 'istilah', 'lock', 'land', 'jadi', 'memang', 'dia', 'beli', 'atau', 'bpk', 'bisa', 'juga', 'beli', 'tanah', 'depan', 'untuk', 'akses']"
242,"['beli', 'saja', 'tanah', 'tetangga', 'atau', 'jual', 'rumah', 'ke', 'tetangga']"
243,"['ya', 'harus', 'dari', 'awal', 'pak', 'eko', 'sudah', 'buat', 'jalan', 'untuk', 'rumah', 'sendiri', 'bukan', 'nya', 'buat', 'rumah', 'full', 'bangun', 'tapi', 'sisa', 'untuk', 'jalan', 'hak', 'tetangga', 'juga', 'buat', 'rumah', 'di', 'tanah', 'sandiri', 'seperti', 'yang', 'laku', 'pak', 'eko', 'jadi', 'benar', 'masih', 'misteri', 'siapa', 'yang', 'salah', 'dan', 'yang', 'benar', 'masih', 'abu']"
244,"['masuk', 'pak', 'eko']"
245,"['tata', 'ruang', 'amburadul']"
246,"['betul', 'yang', 'paling', 'salah', 'adalah', 'bpn', 'karena', 'di', 'atur', 'agraria', 'terutuang', 'hukum', 'kena', 'beri', 'jalan', 'kepada', 'tanah', 'yang', 'tidak', 'milik', 'jalan', 'cth', 'tanah', 'yang', 'di', 'tengah', 'telah', 'sertifikat', 'di', 'kanan', 'dan', 'kiri', 'pun', 'telah', 'sertifikat', 'dan', 'tutup', 'jalan', 'di', 'depan', 'juga', 'buat', 'sertifikat', 'dan', 'tutup', 'akses', 'yang', 'ditgh', 'sementara', 'blkg', 'belum', 'nah', 'ketika', 'belakang', 'buat', 'sertifikat', 'cara', 'otomatis', 'yang', 'belakang', 'akan', 'potong', 'tanah', 'dan', 'beri', 'akses', 'jalan', 'yang', 'tengah', 'cuma', 'masyarakat', 'banyak', 'yang', 'awam', 'dengan', 'atur', 'sebut']"
247,"['ketua', 'rt', 'rw', 'lurah', 'kok', 'pada', 'diam', 'ayu', 'bantu', 'warga', 'masa', 'kalah', 'ganti', 'tutup', 'jlnnya']"
248,"['mungkin', 'besar', 'ada', 'yang', 'enggak', 'beres', 'dengan', 'proses', 'terbit', 'imb']"
249,"['bisa', 'runding', 'lah', 'belum', 'tawar', 'tanah', 'tetangga', 'tidak', 'mau', 'ya', 'bukan', 'salah', 'yang', 'blokade', 'makanya', 'harus', 'baik', 'baik', 'dengan', 'tetangga', 'dan', 'urus', 'rt', 'tempat']"
250,"['tidak', 'boleh', 'perda', 'bangun', 'tapi', 'rugi', 'tetangga', 'walaupun', 'di', 'lahan', 'sendiri', 'biasa', 'jika', 'terjadi', 'seperti', 'itu', 'dinas', 'awas', 'bangun', 'akan', 'tindak']"
251,"['masuuukkk', 'pakk', 'ekoo']"
252,"['pasti', 'orang', 'ini', 'masalah', 'dengan', 'tetangga']"
253,"['jual', 'sama', 'yang', 'ngeblokade']"
254,"['silaturahmi', 'dengan', 'tetangga', 'itu', 'penting', 'walau', 'akses', 'tutup', 'kalau', 'tetangga', 'seperti', 'saudara', 'pasti', 'kasih', 'jalan', 'tinggal', 'ketok', 'rumah', 'tetangga', 'terus', 'ucmasuk', 'pak', 'ekoud']"
255,"['imb', 'bisa', 'keluar']"
256,"['ya', 'hak', 'tetangga', 'juga', 'blokade', 'jalan', 'karena', 'mungkin', 'itu', 'tanah', 'tetangga', 'harus', 'di', 'musyawarah', 'baik', 'dengan', 'tetangga', 'kalo', 'kita', 'baik', 'ke', 'tetangga', 'enggak', 'mungkin', 'tetangga', 'akan', 'tega', 'itu', 'blokade', 'jlan']"
257,"['waras', 'selamat', 'pak', 'eko', 'tenang', 'saja', 'gusti', 'tak', 'sare']"
258,"['mana', 'kades', 'nya', 'masa', 'ada', 'warga', 'yang', 'masalah', 'gin', 'enggak', 'selesai']"
259,"['surat', 'kok', 'lempar', 'memang', 'koran', 'meski', 'benar', 'koran', 'apa', 'sopan', 'lempar', 'koran', 'ke', 'presiden', 'apa', 'enggak', 'bisa', 'titip', 'surat', 'lewat', 'paspampres']"
260,"['ya', 'jelas', 'kejar', 'pampapres', 'ngelempar', 'benda', 'seperti', 'itu', 'ke', 'presiden', 'itu', 'sudah', 'tugas', 'mereka', 'jaga', 'presiden']"
261,"['sifat', 'mungkin', 'juga', 'enggak', 'benar', 'main', 'lempar', 'surat', 'tanpa', 'pikir', 'sopan', 'instropeksi', 'pak', 'eko']"
262,"['tetangga', 'masa', 'begitu']"
263,"['usepertinya', 'ada', 'yang', 'kurang', 'beres', 'dengan', 'sertifikat', 'di', 'antara', 'rumah', 'rumah', 'itu', 'logika', 'rtrw', 'lurahcamat', 'bppn', 'waktu', 'terbit', 'sertifikat', 'itu', 'pasti', 'tahu', 'posisi', 'dan', 'batas', 'batas', 'rumah', 'pasti', 'ada', 'yang', 'salah', 'dengan', 'sertifikat', 'sertifikat', 'itu', 'tentang', 'batasbatas', 'tanah', 'minimal', 'ada', 'hak', 'orang', 'yang', 'serobot', 'polisi', 'harus', 'turun', 'ini']"
264,"['wah', 'kalo', 'saja', 'sampai', 'ke', 'telinga', 'jokowi', 'pasti', 'akan', 'dibuatin', 'flyover']"
265,"['bandung', 'jabar', 'ada', 'gubernur', 'baru', 'kalau', 'yang', 'dulu', 'memang', 'parah', 'sekarang', 'lapor', 'pasti', 'di', 'resin', 'enggak', 'semuasemua', 'ke', 'presiden', 'kalees']"
266,"['kata', 'pak', 'camat', 'tidak', 'tahu']"
267,"['yang', 'blokade', 'pasti', 'orang', 'kuat', 'juga', 'orang', 'penting', 'sampai', 'camat', 'enggak', 'bisa', 'nyelesaikan']"
268,"['sudah', 'bodoh', 'mau', 'menang', 'sendiri', 'ini', 'problem', 'di', 'daerah', 'harap', 'tetangga', 'beri', 'jalan', 'sementara', 'mereka', 'banyak', 'yang', 'buat', 'rumah', 'atau', 'pagar', 'lebih', 'ukur', 'suka', 'tanah', 'yang', 'milik', 'alias', 'serobot', 'tanah', 'tetangga']"
269,"['coba', 'ke', 'kopi', 'joni', 'lah']"
270,"['kalau', 'semua', 'ke', 'jokowi', 'ya', 'enggak', 'mungkin', 'ada', 'juta', 'masalah', 'di', 'indonesia', 'urut', 'itu', 'bisa', 'meminta', 'mediasi', 'damping', 'rtrw', 'ke', 'lurah', 'kalau', 'gagal', 'ya', 'ke', 'camat', 'kalau', 'enggak', 'bisa', 'datang', 'mediasi', 'ya', 'tulis', 'surat', 'resmi', 'ke', 'lurah', 'camat', 'kotamadya', 'kalau', 'tidak', 'tanggap', 'bisa', 'tulis', 'adu', 'ke', 'ombudsman', 'banyak', 'kok', 'masalah', 'yang', 'sampai', 'ke', 'ombudsman', 'dan', 'langsung', 'di', 'follow', 'up', 'antara', 'bulan', 'enggak', 'usah', 'tunggu', 'tahun', 'ngejar', 'presiden']"
271,"['tapi', 'masih', 'bisa', 'keluar', 'rumah', 'enggak']"
272,"['ini', 'contoh', 'manusia', 'indonesia', 'jaman', 'now', 'yang', 'kata', 'pancasilais', 'nyata', 'egois', 'tak', 'ada', 'toleransi', 'sedikit', 'kepada', 'sama', 'pada', 'sama', 'tetangga', 'rt', 'rw', 'lurah', 'nya', 'camau', 'walikota', 'nya', 'gubernur', 'nya', 'pancasila', 'nya', 'mana']"
273,"['akal', 'saja', 'kurang', 'pintar', 'itu', 'bikin', 'lif', 'sampai', 'atas', 'genteng', 'kan', 'bisa', 'terus', 'bikin', 'tol', 'atas', 'genteng', 'sampai', 'jalan', 'raya', 'hehehe']"
274,"['pertanyaanya', 'bagaimana', 'hubung', 'tetangga', 'kok', 'sampai', 'tega', 'di', 'block', 'begitu', 'kita', 'tidak', 'tau', 'ada', 'masalah', 'apa', 'sedang', 'pak', 'eko', 'selalu', 'bilang', 'privacy', 'lah', 'piye', 'tapi']"
275,"['surat', 'rumah', 'pak', 'eko', 'nyata', 'enggak', 'beres', 'pantesan', 'enggak', 'ada', 'yang', 'bisa', 'bain', 'karena', 'cara', 'hukum', 'pak', 'eko', 'laku', 'langgar', 'nyata', 'pak', 'eko', 'meminta', 'simpati', 'publik', 'padahal', 'cara', 'hukum', 'dia', 'salah']"
276,"['knapa', 'buat', 'rumah', 'tidak', 'buat', 'akses', 'untuk', 'jalan', 'sendiri', 'bearti', 'lama', 'ini', 'ambil', 'jalan', 'dari', 'tanah', 'orang', 'lain', 'ambil', 'hak', 'tetangga', 'untuk', 'penting', 'sendiri']"
277,"['mungkin', 'pak', 'eko', 'suruh', 'bayar', 'akses', 'jalan', 'tapi', 'enggak', 'mau', 'kalau', 'seperti', 'ini', 'ya', 'enggak', 'akan', 'ada', 'titik', 'temu', 'karena', 'milik', 'jalan', 'mumgkin', 'beli', 'seluruh', 'tapi', 'pak', 'eko', 'meminta', 'cuma', 'doang', 'tiap', 'jengkal', 'tanah', 'itu', 'harga', 'apalagi', 'kota']"
278,"['aneh', 'sih', 'memang', 'laku', 'tetangga', 'seperti', 'ini', 'biasa', 'sihmhn', 'maaf', 'yang', 'sering', 'model', 'tutup', 'jalan', 'tutup', 'got', 'karena', 'itu', 'dulu', 'tanah', 'engkong', 'gue', 'itu', 'dulu', 'punya', 'babak', 'gwkan', 'bukan', 'orang', 'sunda']"
279,"['salah', 'sendiri', 'lah', 'kenapa', 'dulu', 'enggak', 'jual', 'saja', 'tuh', 'rumah', 'jual', 'murah', 'saja', 'sama', 'tetangga', 'pakai', 'njop', 'jangan', 'pakai', 'harga', 'pasar', 'dungu', 'pelihara']"
280,"['aparat', 'camat', 'sama', 'desa', 'nya', 'saja', 'yang', 'enggak', 'becus', 'buat', 'me', 'mediasi', 'masalah', 'seperti', 'itu', 'ganti', 'langsung', 'camat', 'sama', 'lurah', 'nya', 'kok', 'ada', 'masyarakat', 'nya', 'susah', 'enggak', 'segera', 'di', 'bantu', 'selesai', 'masalah', 'nya']"
281,"['mas', 'eko', 'anda', 'harus', 'info', 'ke', 'media', 'waktu', 'anda', 'sudah', 'lapor', 'ke', 'dinas', 'kait', 'bahkan', 'sampai', 'gubernur', 'dan', 'tidak', 'ditanggapiada', 'harus', 'cerita', 'siapa', 'saja', 'sehingga', 'anda', 'tidak', 'sebar', 'fitnahbiar', 'oknum', 'ini', 'biar', 'tindak', 'bila', 'itu', 'benar', 'adanyajgn', 'pernah', 'takut']"
282,"['rt', 'rw', 'lurah', 'camat', 'enggak', 'becus']"
283,"['sabar', 'pak', 'eko', 'semua', 'akan', 'di', 'selesai', 'dalam', 'hitung', 'jam', 'tapi', 'di', 'tahun', 'telah', 'rezim', 'ganti']"
284,"['hhhh', 'aneh', 'orang', 'lempar', 'kertas', 'kejar', 'tapi', 'orang', 'bisa', 'nepuk', 'jokowi', 'waktu', 'touring', 'motor', 'enggak', 'interogasi', 'atau', 'lumpuh', 'paspampressetting', 'citra', 'atau', 'paspampresnya', 'yang', 'enggak', 'becus', 'ngawal', 'presiden']"
285,"['teu', 'memakai', 'duit', 'mah', 'rek', 'aya', 'anu', 'peduli', 'maha', 'atuh', 'kang', 'sing', 'sadar', 'weh', 'ayeunamah', 'urang', 'hirup', 'di', 'nagara', 'kos', 'maha']"
286,"['lihat', 'semua', 'tanah', 'sudah', 'ber', 'sertifikat', 'kenapa', 'tidak', 'di', 'tanya', 'ke', 'badan', 'tanah', 'harus', 'tidak', 'ada', 'terbit', 'sertifikat', 'tanpa', 'ada', 'jalan', 'lalu', 'tanah', 'sebut', 'kalo', 'tidak', 'ada', 'tanggap', 'dari', 'bpn', 'maka', 'aju', 'gugat', 'ke', 'ptun', 'mana', 'bpn', 'bagai', 'gugat']"
287,"['harus', 'waktu', 'kejar', 'nyerahin', 'diri', 'saja', 'biar', 'pak', 'jokowi', 'tau', 'masalah', 'tapi', 'kenapa', 'bapak', 'lari', 'sih', 'itu', 'sempat', 'emas', 'padahal', 'pak']"
288,"['perintah', 'bandung', 'enggak', 'becus', 'kerja']"
289,"['ya', 'iya', 'main', 'lempar', 'saja']"
290,"['benar', 'masalah', 'apa', 'kenapa', 'tidak', 'ada', 'selesai', 'mana', 'bupati', 'bandung', 'kenapa', 'diam', 'diam', 'saja', 'meminta', 'pecat']"
291,"['coba', 'selesai', 'cara', 'keluarga', 'dengan', 'hati', 'dingin', 'tanpa', 'erosi', 'insyaallah', 'ketemu', 'jalanyauddudee']"
292,"['aneh', 'segitu', 'egois', 'kah', 'paravtetangga', 'rt', 'rw', 'sama', 'lurah', 'enggak', 'bisa', 'tangan', 'kah', 'mudah', 'masalah', 'ini', 'nyampr', 'ke', 'jokowi', 'biar', 'masalah', 'selesai', 'benar', 'masalah', 'kayak', 'gin', 'bukan', 'urus', 'presiden', 'karena', 'nyangkut', 'urus', 'paspampres', 'atau', 'oknum', 'yang', 'mengaku', 'paspampres', 'jadi', 'enggak', 'ada', 'salah', 'pak', 'jokowi', 'bantu', 'selesai', 'masalah']"
293,"['seperti', 'dua', 'pihak', 'awal', 'nya', 'sama', 'kepala', 'batu', 'sehingga', 'jadi', 'seperti', 'itu', 'akhir']"
294,"['kok', 'bisa', 'bangun', 'rumah', 'tapi', 'akses', 'ke', 'jalan', 'nya', 'enggak', 'ada', 'pasti', 'enggak', 'ada', 'imb', 'nya', 'ya']"
295,"['tetangga', 'gila']"
296,"['jual', 'saja', 'rmhnya', 'apa', 'begitu', 'saja', 'repot']"
297,"['bagaimana', 'mau', 'menuntut', 'hak', 'bukan', 'tanah', 'nya', 'kok', 'yang', 'di', 'sekitar', 'nya', 'sudah', 'tau', 'dari', 'dulu', 'sehrsnya', 'jual', 'pindah', 'dong']"
298,"['apesstressnasib', 'orang', 'kecil']"
299,"['gambar', 'lokasi', 'bangun', 'serta', 'tetangga', 'bisa', 'diupload', 'juga', 'min']"
300,"['ada', 'kades', 'camat', 'walkot', 'gubernur', 'semua', 'dapat', 'gaji', 'dari', 'negara', 'ada', 'hirarki', 'job', 'description']"
301,"['wah', 'tetangga', 'serah', 'sabar', 'mas', 'di', 'dunia', 'tetangga', 'anda', 'luas', 'tanah', 'nyananti', 'di', 'alam', 'kubur', 'dia', 'akan', 'sempit', 'tanah', 'nya', 'terus', 'naung', 'cari', 'adil']"
302,"['lah', 'kata', 'kelurahankecwalikota', 'enggak', 'tahuteryata', 'sudah', 'dilaporkanteryata', 'sosmed', 'memang', 'tempat', 'megadu', 'yang', 'baik']"
303,"['tempat', 'adu', 'yang', 'tanggap', 'mah', 'di', 'sosmed', 'wkwkwk']"
304,"['cara', 'salah', 'pakai', 'lempar', 'kepala', 'negara', 'kalau', 'di', 'negara', 'lain', 'mungkin', 'sudah', 'hukum', 'berat', 'kalau', 'di', 'us', 'bisa', 'tembak', 'secret', 'service', 'mengapa', 'tidak', 'adu', 'ke', 'walikota', 'atau', 'gubernur', 'dulu']"
305,"['memang', 'punya', 'hak', 'atas', 'tanah', 'yang', 'lalu', 'enggak', 'jangan', 'sampai', 'balik', 'rugi', 'diri', 'sendiri']"
306,"['bagaimana', 'rw', 'dan', 'lurah', 'serta', 'camat', 'apa', 'tidak', 'ada', 'solusi', 'atau', 'mungkin', 'yang', 'masang', 'tembok', 'itu', 'pengin', 'beli', 'tanah', 'pak', 'eko']"
307,"['berita', 'belum', 'ada', 'photo', 'serifikat', 'dan', 'jelas', 'ada', 'jalan', 'dan', 'gang']"
308,['anehsekali']
309,"['ya', 'di', 'modif', 'saja', 'dan', 'dinkmati', 'ya', 'resiko', 'kalau', 'punya', 'lahan', 'rumah', 'di', 'tengah', 'dan', 'enggak', 'ada', 'akses', 'atau', 'jual', 'saja', 'sama', 'tetangga', 'yang', 'menutupi', 'uanganya', 'buat', 'cari', 'rumah', 'baru']"
310,"['hehehe', 'sampai', 'urus', 'seperti', 'ini', 'harus', 'ke', 'p', 'jokowi', 'ya']"
311,"['adil', 'memang', 'ada', 'langgar', 'hukum', 'apa', 'sewa', 'acara', 'saja', 'seperti', 'roy', 'suryo', 'tuh']"
312,"['repot', 'jual', 'saja', 'ke', 'tetangga', 'sesuai', 'harga', 'nya', 'beli', 'rumah', 'lagi', 'di', 'komplek', 'rumah', 'jangan', 'jadi', 'susah', 'sendiri']"
